STATIONS_ID;MESS_DATUM;QN_3;  FX;  FM;QN_4; RSK;RSKF; SDK;SHK_TAG;  NM; VPM;  PM; TMK; UPM; TXK; TNK; TGK;eor
       2928;17591101;-999;-999;-999;    1;  -999;-999;-999;-999;  -999;  -999;    -999;    1.0;-999;   -999;   -999;-999;eor
       2928;17591102;-999;-999;-999;    1;  -999;-999;-999;-999;  -999;  -999;    -999;   -1.0;-999;   -999;   -999;-999;eor
       2928;17591103;-999;-999;-999;    1;  -999;-999;-999;-999;  -999;  -999;    -999;   -0.2;-999;   -999;   -999;-999;eor
       2928;17591104;-999;-999;-999;    1;  -999;-999;-999;-999;  -999;  -999;    -999;    2.0;-999;   -999;   -999;-999;eor
       2928;17591105;-999;-999;-999;    1;  -999;-999;-999;-999;  -999;  -999;    -999;    1.5;-999;   -999;   -999;-999;eor
       2928;17591106;-999;-999;-999;    1;  -999;-999;-999;-999;  -999;  -999;    -999;    6.5;-999;   -999;   -999;-999;eor
       2928;17591107;-999;-999;-999;    1;  -999;-999;-999;-999;  -999;  -999;    -999;    5.0;-999;   -999;   -999;-999;eor
       2928;17591108;-999;-999;-999;    1;  -999;-999;-999;-999;  -999;  -999;    -999;    3.5;-999;   -999;   -999;-999;eor
       2928;17591109;-999;-999;-999;    1;  -999;-999;-999;-999;  -999;  -999;    -999;    3.3;-999;   -999;   -999;-999;eor
       2928;17591110;-999;-999;-999;    1;  -999;-999;-999;-999;  -999;  -999;    -999;    5.0;-999;   -999;   -999;-999;eor
       2928;17591111;-999;-999;-999;    1;  -999;-999;-999;-999;  -999;  -999;    -999;    4.0;-999;   -999;   -999;-999;eor
       2928;17591112;-999;-999;-999;    1;  -999;-999;-999;-999;  -999;  -999;    -999;    3.2;-999;   -999;   -999;-999;eor
       2928;17591113;-999;-999;-999;    1;  -999;-999;-999;-999;  -999;  -999;    -999;    2.2;-999;   -999;   -999;-999;eor
       2928;17591114;-999;-999;-999;    1;  -999;-999;-999;-999;  -999;  -999;    -999;    3.2;-999;   -999;   -999;-999;eor
       2928;17591115;-999;-999;-999;    1;  -999;-999;-999;-999;  -999;  -999;    -999;    1.2;-999;   -999;   -999;-999;eor
       2928;17591116;-999;-999;-999;    1;  -999;-999;-999;-999;  -999;  -999;    -999;    0.7;-999;   -999;   -999;-999;eor
       2928;17591117;-999;-999;-999;    1;  -999;-999;-999;-999;  -999;  -999;    -999;   -0.7;-999;   -999;   -999;-999;eor
       2928;17591118;-999;-999;-999;    1;  -999;-999;-999;-999;  -999;  -999;    -999;    0.1;-999;   -999;   -999;-999;eor
       2928;17591119;-999;-999;-999;    1;  -999;-999;-999;-999;  -999;  -999;    -999;   -3.7;-999;   -999;   -999;-999;eor
       2928;17591120;-999;-999;-999;    1;  -999;-999;-999;-999;  -999;  -999;    -999;   -5.2;-999;   -999;   -999;-999;eor
       2928;17591121;-999;-999;-999;    1;  -999;-999;-999;-999;  -999;  -999;    -999;   -6.9;-999;   -999;   -999;-999;eor
       2928;17591122;-999;-999;-999;    1;  -999;-999;-999;-999;  -999;  -999;    -999;   -4.2;-999;   -999;   -999;-999;eor
